NCT ID,Asset,Title,Lead Sponsor,Acronym,Overall Status,Enrollment,Start Date,Conditions,Interventions,Primary Outcome(s),Secondary Outcome(s),Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases
NCT04517864,Ritlecitinib,"A PHASE 2a, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY INVESTIGATING THE SAFETY OF RITLECITINIB (PF-06651600) IN ADULT PARTICIPANTS WITH ALOPECIA AREATA",Pfizer,Allegro2a,TERMINATED,71,2020-09-15,Alopecia Areata,"PF-06651600, Placebo","Change From Baseline in I-V Interwave Latency on Brainstem Auditory Evoked Potentials (BAEP) at a Stimulus Intensity of 80 Decibels (dB) From the Right Side at Month 9, Change From Baseline in I-V Interwave Latency on BAEP at a Stimulus Intensity of 80 dB From the Left Side at Month 9","Change From Baseline in I-V Interwave Latency on BAEP at 80 dB From the Right Side at Month 6, Change From Baseline in I-V Interwave Latency on BAEP at 80 dB From the Right Side at Month 9E and 15E, Change From Baseline in I-V Interwave Latency on BAEP at 80 dB From the Left Side at Month 6, Change From Baseline in I-V Interwave Latency on BAEP at 80 dB From the Left Side at Month 9E and 15E, Change From Baseline in Percentage of Intraepidermal Nerve Fiber (IENF) With Axonal Swelling in Skin Punch Biopsies at Month 9, Change From Baseline in Percentage of IENFs With Axonal Swelling in Skin Punch Biopsies at Month 15E, Change From Baseline in Intraepidermal Nerve Fiber Density (IENFD) in Skin Punch Biopsies at Month 9, Change From Baseline in IENFD in Skin Punch Biopsies at Month 15E, Change From Baseline in Amplitude of Wave V on BAEP at a Stimulus Intensity of 80 dB From the Right Side at Month 6 and Month 9, Change From Baseline in Amplitude of Wave V on BAEP at a Stimulus Intensity of 80 dB From the Right Side at Month 9E and 15E, Change From Baseline in Amplitude of Wave V on BAEP at a Stimulus Intensity of 80 dB From the Left Side at Month 6 and Month 9, Change From Baseline in Amplitude of Wave V on BAEP at a Stimulus Intensity of 80 dB From the Left Side at Month 9E and 15E, Number of Participants With Absence of Wave V on BAEP at Stimulus Intensities Ranging From 80 dB to 40 dB From Right Side up to Month 9, Number of Participants With Absence of Wave V on BAEP at Stimulus Intensities Ranging From 80 dB to 40 dB From Right Side at Baseline, Month 3E, 6E, 9E and 15E, Number of Participants With Absence of Wave V on BAEP at Stimulus Intensities Ranging From 80 dB to 40 dB From Left Side up to Month 9, Number of Participants With Absence of Wave V on BAEP at Stimulus Intensities Ranging From 80 dB to 40 dB From Left Side at Baseline, Month 3E, 6E, 9E and 15E, Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and Treatment-Emergent Serious Adverse Events (TESAEs), Number of Participants Who Discontinued From Study Due to Adverse Event (AEs), Number of Participants Who Discontinued Study Drug Due to AE and Continued Study, Number of Participants With Temporary Drug Discontinuation Due to AEs, Number of Participants With Clinically Significant Abnormalities in Vital Signs, Number of Participants With Clinically Significant Abnormalities in Clinical Laboratory Values, Change From Baseline in Overall Severity of Alopecia Tool (SALT) Scores up to Month 9, Change From Baseline in Overall SALT Scores at Month 3E, 6E, 9E, 12E and 15E, Change From Baseline in Alopecia Areata - Severity of Alopecia Tool (AA-SALT) Score up to Month 9, Change From Baseline in AA-SALT Score at Month 3E, 6E, 9E, 12E and 15E, Number of Participants With Patient's Global Impression of Change (PGI-C) Response up to Month 9, Number of Participants With PGI-C Response at 3E, 6E, 9E, 12E and 15E","Huntington Beach - United States, Irvine - United States, Boca Raton - United States, Hollywood - United States, Hollywood - United States, Jacksonville - United States, Jacksonville - United States, Miami - United States, Miramar - United States, Orlando - United States, Oviedo - United States, Tampa - United States, Skokie - United States, Skokie - United States, Saint Louis - United States, Albuquerque - United States, Albuquerque - United States, Stony Brook - United States, Raleigh - United States, Austin - United States, Houston - United States, Franklin - United States, Lynchburg - United States, Norfolk - United States, Kogarah - Australia, Box Hill - Australia, East Melbourne - Australia, Markham - Canada, Peterborough - Canada, Verdun - Canada, Quebec - Canada, Bialystok - Poland, Katowice - Poland, Krakow - Poland, Ostrowiec Swietokrzyski - Poland, Warszawa - Poland, Warszawa - Poland, Warszawa - Poland, Wroclaw - Poland, Wrocław - Poland",2022-01-04,2020-08-18,2024-06-18,INTERVENTIONAL,PHASE2
NCT05522556,Ritlecitinib,Unknown,Pfizer,Unknown,AVAILABLE,Unknown,Unknown Date,Alopecia Areata,Ritlecitinib,No primary outcomes listed,No secondary outcomes listed,No locations listed,Unknown Date,2022-08-31,2023-11-13,EXPANDED_ACCESS,Not Available
NCT03732807,Ritlecitinib,"A PHASE 2B/3 RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, DOSE-RANGING STUDY TO INVESTIGATE THE EFFICACY AND SAFETY OF PF-06651600 IN ADULT AND ADOLESCENT ALOPECIA AREATA (AA) SUBJECTS WITH 50% OR GREATER SCALP HAIR LOSS",Pfizer,ALLEGRO-2b/3,COMPLETED,718,2018-12-03,Alopecia Areata,"PF-06651600 Induction Dose, PF-06651600 Maintenance Dose #1, PF-06651600 Maintenance Dose #2, PF-06651600 Maintenance Dose #3, Placebo",Percentage of Participants With an Absolute Severity of Alopecia Tool (SALT) Score of Less Than or Equal to 20 at Week 24,"Percentage of Participants With an Absolute SALT Score of Less Than or Equal to 10 at Week 24: Analysis 4, Percentage of Participants With an Absolute SALT Score of Less Than or Equal to 10 at Week 24: Analysis 1, Percentage of Participants With Patient Global Impression of Change (PGI-C) Score of Moderately Improved or Greatly Improved at Week 24, Exposure Response of PF-06651600 on Regrowth of Lost Hair Based on Absolute SALT Score of Less Than or Equal to 20 at Week 24: Maximum Effect (Emax) Model, Exposure Response of PF-06651600 on Regrowth of Lost Hair Based on Absolute SALT Score of Less Than or Equal to 10 at Week 24: Maximum Effect (Emax) Model, Percentage of Participants With an Absolute SALT Score of Less Than or Equal to 20 at Week 4, 8, 12, 18, 28, 34, 40, and 48, Percentage of Participants With an Absolute SALT Score of Less Than or Equal to 10 at Week 4, 8, 12, 18, 28, 34, 40, and 48, Percentage of Participants With at Least 75% Improvement in SALT Score (SALT75) From Baseline at Week 4, 8, 12, 18, 24, 28, 34, 40, and 48, Change From Baseline in SALT Score at Week 4, 8, 12, 18, and 24, Change From Baseline in SALT Score at Week 28, 34, 40, and 48, Percentage of Participants With at Least a 2 Grade Improvement From Baseline or a Score of 3 in Eyebrow Assessment (EBA) Score (Among Participants Without Normal EBA at Baseline) at Week 4, 8, 12, 18, 24, 28, 34, 40, and 48, Percentage of Participants With at Least a 2 Grade Improvement From Baseline or a Score of 3 in Eyelash Assessment (ELA) Score (Among Participants Without Normal ELA at Baseline) at Week 4, 8, 12, 18, 24, 28, 34, 40, and 48, Percentage of Participants With Patient Global Impression of Change (PGI-C) Score of Moderately Improved or Greatly Improved at Week 4, 8, 12, 18, 24, 34, 40, and 48, Change From Baseline in Alopecia Areata Patient Priority Outcomes (AAPPO) Domain Scores at Week 4, 8, 12, 18, and 24: Emotional Symptoms and Activity Limitations, Change From Baseline in Alopecia Areata Patient Priority Outcomes (AAPPO) Domain Scores at Week 34, 40, and 48: Emotional Symptoms and Activity Limitations, Percentage of Participants With Improvement From Baseline on Alopecia Areata Patient Priority Outcomes (AAPPO) Items 1-4 at Week 4, 8, 12, 18, 24, 34, 40, and 48","Birmingham - United States, Birmingham - United States, Birmingham - United States, Beverly Hills - United States, Irvine - United States, Murrieta - United States, San Francisco - United States, San Francisco - United States, Santa Ana - United States, Aurora - United States, Aurora - United States, Aurora - United States, New Haven - United States, New Haven - United States, Washington - United States, Washington - United States, Washington - United States, Washington - United States, Boynton Beach - United States, Orange Park - United States, Tampa - United States, Meridian - United States, Chicago - United States, Chicago - United States, Chicago - United States, Chicago - United States, Chicago - United States, Skokie - United States, Springfield - United States, Indianapolis - United States, Iowa City - United States, Iowa City - United States, Chevy Chase - United States, Boston - United States, Minneapolis - United States, Minneapolis - United States, Omaha - United States, Verona - United States, New York - United States, New York - United States, Chapel Hill - United States, Chapel Hill - United States, Chapel Hill - United States, Cleveland - United States, Tulsa - United States, Houston - United States, Caba - Argentina, Caba - Argentina, Kogarah - Australia, Kogarah - Australia, Benowa - Australia, Woolloongabba - Australia, Carlton - Australia, East Melbourne - Australia, Parkville - Australia, Parkville - Australia, Winnipeg - Canada, Halifax - Canada, London - Canada, Markham - Canada, Oakville - Canada, Peterborough - Canada, Richmond Hill - Canada, Sudbury - Canada, Sudbury - Canada, Toronto - Canada, Montreal - Canada, Quebec - Canada, Santiago - Chile, Santiago - Chile, Santiago - Chile, Vina del Mar - Chile, Beijing - China, Beijing - China, Beijing - China, Guangzhou - China, Shenzhen - China, Wuhan - China, Nanjing - China, Shanghai - China, Hangzhou - China, Hangzhou - China, Shanghai - China, Medellin - Colombia, Medellin - Colombia, Bogota - Colombia, Nachod - Czechia, Olomouc - Czechia, Praha 10 - Czechia, Praha 1 - Czechia, Praha 8- Liben - Czechia, Bad Bentheim - Germany, Berlin - Germany, Erlangen - Germany, Frankfurt am Main - Germany, Luebeck - Germany, Muenster - Germany, Budapest - Hungary, Debrecen - Hungary, Gyongyos - Hungary, Szeged - Hungary, Nagoya - Japan, Sendai - Japan, Hamamatsu - Japan, Koto-ku - Japan, Shinjuku-ku - Japan, Osaka - Japan, Busan - Korea, Republic of, Seoul - Korea, Republic of, Veracruz - Mexico, Veracruz - Mexico, Krakow - Poland, Lodz - Poland, Lodz - Poland, Lodz - Poland, Szczecin - Poland, Warszawa - Poland, Warszawa - Poland, Wroclaw - Poland, Chelyabinsk - Russian Federation, Kirov - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Rostov-on-Don - Russian Federation, Saint Petersburg, - Russian Federation, Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Yaroslavl - Russian Federation, Badalona - Spain, Barcelona - Spain, Cordoba - Spain, Cordoba - Spain, Cordoba - Spain, Madrid - Spain, Madrid - Spain, Valencia - Spain, Valencia - Spain, Valencia - Spain, Kaohsiung City - Taiwan, Kaohsiung - Taiwan, New Taipei City - Taiwan, Taichung - Taiwan, Taichung - Taiwan, Taipei - Taiwan, Taoyuan City - Taiwan, Brighton - United Kingdom, Southampton - United Kingdom, Brighton - United Kingdom, Dundee - United Kingdom, Glasgow - United Kingdom, Glasgow - United Kingdom, Hampshire - United Kingdom, London, - United Kingdom, London, - United Kingdom, London - United Kingdom",2020-12-31,2018-11-07,2022-02-24,INTERVENTIONAL,"PHASE2, PHASE3"
NCT06072183,Ritlecitinib,"A PHASE 3 RANDOMIZED, DOUBLE-BLIND, 52-WEEK PLACEBO-CONTROLLED MULTI-CENTER STUDY WITH A DOUBLE-BLIND 52-WEEK EXTENSION PERIOD WITH RANDOMIZED DOSE UP/DOSE DOWN TITRATION INVESTIGATING THE EFFICACY, SAFETY, AND TOLERABILITY OF RITLECITINIB IN ADULT PARTICIPANTS WITH NONSEGMENTAL VITILIGO",Pfizer,Tranquillo 2,RECRUITING,1450,2023-11-08,"Stable Nonsegmental Vitiligo, Active Nonsegmental Vitiligo","Ritlecitinib, Ritlecitinib, Placebo","US only Co-Primary Endpoints: Response based on Facial Vitiligo Area Scoring Index 75 (F-VASI75) at Week 52 and Total body Vitiligo Area Scoring Index 50 (T-VASI50) at Week 52, Global (Other than US): Response based on Facial Vitiligo Area Scoring Index 75 (F-VASI75) at Week 52, Incidence of Treatment Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs) and Adverse Events (AEs) leading to discontinuation., Incidence of Clinically significant laboratory abnormalities.","Response based on F-VASI75 at 24 and 36 weeks, US-Only: Response based on T-VASI50 at 24 and 36 weeks, Global (Other than US):Patient Global Impression of Severity-Face (PGIS-F), Global (Other than US): Patient Global Impression of Severity-Overall Vitiligo (PGIS-V), Global (Other Than US): Response based on T-VASI50 at Week 24, 36 and 52, Patient Global Impression of Change-Face (PGIC-F), Patient Global Impression of Change- Overall vitiligo(PGIC-V), Change from baseline in Dermatology Life Quality Index (DLQI), Proportion of participants achieving disease stabilization, Response based on T-VASI50, Response based on F-VASI75, Response based on T-VASI75, Global (Other than US): Response based on T-VASI75, Proportion of participants with sustained improvement in T-VASI, Proportion of participants with sustained improvement in F-VASI, Time to rescue medication use, US-Only: Percentage change from baseline (% CFB) in F-VASI at Weeks 24, 36 and 52, US-Only: % CFB in T-VASI at weeks 24, 36 and 52, Response based on T-VASI90, Response based on T-VASI100, Response based on F-VASI50, Change from baseline in the Hospital Anxiety and Depression Scale (HADS), The proportion of patients achieving absence of depression on HADS depression subscale, The proportion of patients achieving absence of anxiety on HADS anxiety subscale, US-Only: Patient Global Impression of Severity-Face (PGIS-F), US-Only: Patient Global Impression of Severity-Overall Vitiligo (PGIS-V), % CFB in F-VASI at Week 4, 8, 12, 48, 56, 60, 64, 76, 88 and 104., % CFB in T-VASI at Week 4, 8, 12, 48, 56, 60, 64, 76, 88 and 104.","Birmingham - United States, Birmingham - United States, Scottsdale - United States, Bryant - United States, Fountain Valley - United States, Los Angeles - United States, Oxnard - United States, Rancho Santa Margarita - United States, Rancho Santa Margarita - United States, Rolling Hills Estates - United States, San Diego - United States, Santa Ana - United States, Tustin - United States, Doral - United States, Fort Lauderdale - United States, Hialeah - United States, Hialeah - United States, Hialeah - United States, Miami Lakes - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miramar - United States, Saint Petersburg - United States, Skokie - United States, South Bend - United States, Lake Charles - United States, Auburn Hills - United States, Bay City - United States, Saint Joseph - United States, Parsippany - United States, New York - United States, New York - United States, New York - United States, Stony Brook - United States, Charlotte - United States, Charlotte - United States, Bexley - United States, Dublin - United States, Dublin - United States, Portland - United States, Columbia - United States, Greenville - United States, Murfreesboro - United States, Houston - United States, Pflugerville - United States, Pflugerville - United States, Sugar Land - United States, Sugar Land - United States, Sugar Land - United States, Springville - United States, Lynchburg - United States, Norfolk - United States, Sofia - Bulgaria, Winnipeg - Canada, Barrie - Canada, London - Canada, Oakville - Canada, Sudbury - Canada, Sudbury - Canada, Toronto - Canada, Montréal - Canada, Sherbrooke - Canada, Sherbrooke - Canada, Saskatoon - Canada, Quebec - Canada, Quebec - Canada, Beijing - China, Beijing - China, Beijing - China, Fuzhou - China, Guangzhou - China, Guangzhou - China, Guiyang - China, Shijiazhuang - China, Shijiazhuang - China, Nanyang - China, Wuhan - China, Baotou - China, Nanjing - China, Changchun - China, Changchun - China, Xi'an - China, Shanghai - China, Chengdu - China, Tianjin - China, Kunming - China, Hangzhou - China, Hangzhou - China, Fuzhou - China, Shanghai - China, Shijiazhuang - China, Mainz - Germany, Magdeburg - Germany, Magdeburg - Germany, Magdeburg - Germany, Pécs - Hungary, Gyula - Hungary, Szeged - Hungary, Szolnok - Hungary, Budapest - Hungary, Debrecen - Hungary, Debrecen - Hungary, Debrecen - Hungary, Kaposvár - Hungary, Nagoya - Japan, Nagoya - Japan, Sakura - Japan, Urayasu - Japan, Takarazuka - Japan, Inashiki-gun - Japan, Inashiki - Japan, Ikoma City - Japan, Habikino - Japan, Hamamatsu-shi - Japan, Hamamatsu - Japan, Bunkyō - Japan, Ube - Japan, Wroclaw - Poland, Bydgoszcz - Poland, Warszawa - Poland, Warszawa - Poland, Warszaw - Poland, Kraków - Poland, Bialystok - Poland, Bialystok - Poland, Lodz - Poland, Skierniewice - Poland, Katowice - Poland, Svidnik - Slovakia, Trnava - Slovakia, Bratislava - Slovakia, Bratislava - Slovakia, Kosice - Slovakia, Kosice - Slovakia, Barcelona - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, València - Spain, Zaragoza - Spain, Kaohsiung - Taiwan, Taipei - Taiwan, Taipei - Taiwan",2027-07-14,2023-10-10,2024-06-26,INTERVENTIONAL,PHASE3
NCT05636293,Ritlecitinib,"Double Blind, Placebo-controlled Trial to Establish Safety and Efficacy of Ritlecitinib to Prevent Gluten-induced Celiac Enteropathy and Symptoms in Celiac Disease Patients in Remission",Massachusetts General Hospital,Unknown,RECRUITING,30,2023-03-01,Celiac Disease,"Ritlecitinib, Placebo, Gluten","Change in Small Intestinal Histology based on Vh:Cd ratio, Patient Reported Outcome Surveys (CeD PRO survey evaluation)","Serology, Changes in Small Intestinal Histology of intraepithelial lymphocytes (IELs)",Boston - United States,2025-08-01,2022-12-05,2024-02-28,INTERVENTIONAL,PHASE2
NCT05650333,Ritlecitinib,"AN INTERVENTIONAL PK, PD, PHASE 1, OPEN-LABEL STUDY TO INVESTIGATE PK AND PD OF MULTIPLE-DOSE RITLECITINIB IN CHILDREN 6 TO LESS THAN 12 YEARS OF AGE WITH SEVERE ALOPECIA AREATA",Pfizer,Unknown,COMPLETED,15,2023-03-02,Alopecia Areata,Ritlecitinib 20 mg,"Area under the plasma concentration time profile over the dosing interval 24 hrs, at steady-state (AUC24) on Day 7","Maximum Observed Plasma Concentration (Cmax), Time to Reach Maximum Observed Plasma Concentration (Tmax), Apparent Oral Clearance (CL/F), Apparent Volume of Distribution (Vz/F), Terminal elimination Half-Life (t1/2), Change from baseline in interferon gamma, IP-10 and lymphocyte subsets (T cell, B cell, and NK cells), Incidence of treatment emergent adverse event (TEAE), Incidence of Treatment related AEs, Incidence of Serious AEs (SAEs), Incidence of AEs leading to discontinuation, Clinically significant abnormalities in vital signs, Clinically significant abnormalities in clinical laboratory values, For overall taste, percent of participants reporting likeability on the scale from 1-5 will be reported, For overall mouthfeel, percent of participants reporting how the medicine felt on the scale from 1-5 will be reported., For overall volume, percent of participants reporting likeability of the amount of medicine taken on the scale from 1-5 will be reported.","Encinitas - United States, Coral Gables - United States, Miami - United States, Indianapolis - United States, Albuquerque - United States, Albuquerque - United States, Tulsa - United States, Portland - United States, San Antonio - United States",2023-08-11,2022-12-14,2023-08-25,INTERVENTIONAL,PHASE1
NCT06369454,Ritlecitinib,"A PHASE 1, RANDOMIZED, OPEN-LABEL, 2-SEQUENCE, 3-PERIOD STUDY TO CHARACTERIZE THE GASTROINTESTINAL TRANSIT OF A MODIFIED-RELEASE CAPSULE FORMULATION UNDER FASTED AND FED CONDITIONS BY SINGLE LABEL GAMMA SCINTIGRAPHY IN HEALTHY MALE ADULT PARTICIPANTS",Pfizer,Unknown,ACTIVE_NOT_RECRUITING,6,2024-05-03,Healthy Volunteers,Ritlecitinib,"Site of capsule disintegration and MR microsphere dispersion, Gastric emptying time, Small intestine residence/transit time, Colon arrival time, Colon (ascending, transverse, descending) residence/transit time, Total transit time","Maximum plasma concentration (Cmax), Area under the plasma concentration-time profile from time zero extrapolated to infinite time (AUCinf), Area under the plasma concentration-time profile from time 0 to the time of the last quantifiable concentration (AUClast), Time for Cmax (Tmax), Terminal half-life (t1/2), Frequency of adverse events, Frequency of abnormal clinical laboratory tests, Frequency of abnormal vital signs, Frequency of abnormal 12-lead ECG",Lexington - United States,2024-08-02,2024-04-17,2024-06-27,INTERVENTIONAL,PHASE1
NCT06450366,MK-0616,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Efficacy and Safety of MK-0616 Compared With Ezetimibe or Bempedoic Acid or Ezetimibe and Bempedoic Acid in Adults With Hypercholesterolemia",Merck Sharp & Dohme LLC,Unknown,NOT_YET_RECRUITING,300,2024-07-15,Hypercholesterolemia,"MK-0616, Ezetimibe, Bempedoic Acid, Placebo for MK-0616, Placebo for Ezetimibe, Placebo for Bempedoic Acid",Mean Percent Change from Baseline in LDL-C at Day 56,"Mean Percent Change from Baseline in Apolipoprotein B (ApoB) at Day 56, Mean Percent Change from Baseline in Non-High-density Lipoprotein Cholesterol (Non-HDL-C) at Day 56, Percent Change from Baseline in Lipoprotein(a) Levels (Lp[a]), Percentage of Participants Who at Day 56 Have an LDL-C <70 mg/dL and ≥50% Reduction from Baseline, Percentage of Participants Who at Day 56 Have an LDL-C <55 mg/dL and ≥50% Reduction from Baseline, Number of Participants With ≥1 Adverse Event (AE), Number of Participants Discontinuing from Study Therapy Due to AE",No locations listed,2025-07-21,2024-06-10,2024-06-10,INTERVENTIONAL,PHASE3
NCT05934292,MK-0616,"An Open-Label, Single-Dose Clinical Study to Evaluate the Pharmacokinetics of MK-0616 in Participants With Varying Degrees of Renal Impairment",Merck Sharp & Dohme LLC,Unknown,COMPLETED,33,2023-07-20,Hypercholesterolaemia,MK-0616,"Panels A, B, and D: Area Under the Concentration-Time Curve from Time 0 to Infinity (AUC0-Inf) of MK-0616: Period 1, Panel C: AUC0-inf of MK-0616: Periods 1 and 2, Panels A, B and D: AUC from Time 0 to Last Measurable Concentration (AUClast) of MK-0616: Period 1, Panel C: AUClast of MK-0616: Periods 1 and 2, Panels A, B and D: Maximum Plasma Concentration (Cmax) of MK-0616: Period 1, Panel C: Maximum Plasma Concentration (Cmax) of MK-0616: Periods 1 and 2, Panel A, B, and D: Time to Maximum Plasma Concentration (Tmax) of MK-0616: Period 1, Panel C: Time to Maximum Plasma Concentration (Tmax) of MK-0616: Periods 1 and 2, Panels A, B and D: Apparent Terminal Half-life (t1/2) of MK-0616: Period 1, Panel C: t1/2 of MK-0616: Periods 1 and 2, Panel A, B and D: Apparent Clearance (CL/F) of MK-0616: Period 1, Panel C: Apparent Clearance (CL/F) of MK-0616: Periods 1 and 2, Panels A, B and D: Apparent Volume of Distribution (Vz/F) of MK-0616, Panel C: Apparent Volume of Distribution (Vz/F) of MK-0616","Dialysate Clearance (CLd) of MK-0616, Dialysate Concentration of MK-0616, Amount of MK-0616 Excreted (AEd) in Dialysate, Percentage of Dose (%Dose) of MK-0616 Excreted in Dialysate, Amount of MK-0616 Excreted in Urine from 0 to 24 hours (AE0-24), Fraction of Unchanged MK-0616 Excreted in Urine (Fe), Renal Clearance (CLr) of MK-0616, Percentage of Participants Who Experience at Least 1 Adverse Event (AE), Percentage of Participants Who Discontinue From the Study due to an AE","Hallandale Beach - United States, Miami - United States, Miami - United States, Orlando - United States, Tampa - United States",2024-01-19,2023-07-06,2024-02-07,INTERVENTIONAL,PHASE1
NCT05261126,MK-0616,"A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of MK-0616 in Adults With Hypercholesterolemia",Merck Sharp & Dohme LLC,Unknown,COMPLETED,381,2022-03-10,"Hypercholesterolemia, Familial Hypercholesterolemia","MK-0616, Placebo","Percent Change From Baseline in Low-density Lipoprotein Cholesterol (LDL-C) at Week 8, Percentage of Participants Who Experienced One or More Adverse Events (AEs), Percentage of Participants Who Discontinued Study Intervention Due to AEs","Percent Change From Baseline in Apolipoprotein B (ApoB) at Week 8, Percent Change From Baseline in Non-High-density Lipoprotein Cholesterol (Non-HDL-C) at Week 8, Percentage of Participants With LDL-C Value at Goal at Week 8","Beverly Hills - United States, Sacramento - United States, Santa Ana - United States, Boca Raton - United States, Coral Gables - United States, Tampa - United States, Flossmoor - United States, Indianapolis - United States, Topeka - United States, Louisville - United States, Jackson - United States, Las Vegas - United States, Albuquerque - United States, New Windsor - United States, Duncansville - United States, Fort Mill - United States, Dallas - United States, Houston - United States, San Antonio - United States, Richmond - United States, München - Germany, Nuremberg - Germany, Kassel - Germany, Leipzig - Germany, Berlin - Germany, Nagoya - Japan, Kuse-gun Kumiyama-cho - Japan, Osaka-city - Japan, Suita-shi - Japan, Adachi-ku - Japan, Chiyoda-ku - Japan, Shinjuku-ku - Japan, Toshimaku - Japan, Daegu - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Ciudad de México - Mexico, Mexico City - Mexico, Mexico City - Mexico, Guadalajara - Mexico, Guadalajara - Mexico, Monterrey - Mexico, Ciudad Madero - Mexico, Xalapa - Mexico, Merida - Mexico, Aguascalientes - Mexico, Lørenskog - Norway, Bodø - Norway, Stavanger - Norway, Tønsberg - Norway, Oslo - Norway, Oslo - Norway, Oslo - Norway, Oslo - Norway, Bornova - Turkey, Ankara - Turkey, Eskisehir - Turkey, London - United Kingdom, Glasgow - United Kingdom, Blackpool - United Kingdom, London - United Kingdom, West Midlands - United Kingdom",2022-11-28,2022-03-02,2023-12-06,INTERVENTIONAL,PHASE2
NCT05070390,MK-0616,An Open-Label Clinical Study to Evaluate the Pharmacokinetics of MK-0616 Following Administration of a Single Dose to Participants With Moderate Renal Impairment,Merck Sharp & Dohme LLC,Unknown,COMPLETED,18,2021-11-16,Moderate Renal Impairment,MK-0616,"Area Under the Concentration-Time Curve from Time 0 to Infinity (AUC0-Inf) of MK-0616, AUC from Time 0 to Last Measurable Concentration (AUClast) of MK-0616, Maximum Plasma Concentration (Cmax) of MK-0616, Time to Maximum Plasma Concentration (Tmax) of MK-0616, Apparent Terminal Half-life (t1/2) of MK-0616, Apparent Clearance (CL/F) of MK-0616, Apparent Volume of Distribution (Vz/F) of MK-0616","Number of Participants Experiencing an Adverse Event (AE), Number of Participants Who Discontinue From the Study due to an AE, Amount Recovered in Urine from 0 to 24 hours (Ae0-24) of MK-0616, Fraction of Dose Recovered in Urine (Fe) of MK-0616, Renal Clearance (CLr) of MK-0616, Maximum Percent Change in Free Proprotein Convertase Subtilisin Kexin 9 (PCSK9) from Baseline","Hallandale Beach - United States, Knoxville - United States",2023-05-03,2021-10-07,2023-05-23,INTERVENTIONAL,PHASE1
NCT05952869,MK-0616,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of MK-0616 in Adults With Heterozygous Familial Hypercholesterolemia",Merck Sharp & Dohme LLC,Unknown,ACTIVE_NOT_RECRUITING,270,2023-08-08,"Hypercholesterolemia, Familial Hypercholesterolemia","MK-0616, Placebo","Mean percent change from baseline in low-density lipoprotein cholesterol (LDL-C) at Week 24, Number of participants with one or more adverse events (AEs), Number of participants who discontinue study drug due to an AE","Mean percent change from baseline in LDL-C at Week 52, Mean percent change from baseline in non-high-density lipoprotein cholesterol (HDL-C) at Week 24, Mean percent change from baseline in apolipoprotein B (ApoB) at Week 24, Percent change from baseline in lipoprotein(a) (Lp[a]) at Week 24, Percentage of participants with LDL-C <70 mg/dL and ≥50% reduction from baseline at Week 24, Percentage of participants with LDL-C <55 mg/dL and ≥50% reduction from baseline at Week 24","Daphne - United States, Boca Raton - United States, Cutler Bay - United States, Port Orange - United States, Winter Park - United States, Evansville - United States, Indianapolis - United States, Troy - United States, Lincoln - United States, Las Vegas - United States, Winston-Salem - United States, West Jordan - United States, Newport News - United States, Camperdown - Australia, Clayton - Australia, Fortaleza - Brazil, São Paulo - Brazil, Sao Paulo - Brazil, Chicoutimi - Canada, Montreal - Canada, Trois-Rivieres - Canada, Valdivia - Chile, Providencia - Chile, Santiago - Chile, Santiago - Chile, Medellín - Colombia, Barranquilla - Colombia, Barranquilla - Colombia, Bogotá - Colombia, Brno - Czechia, Brno - Czechia, Praha - Czechia, Helsinki - Finland, Pok Fu Lam - Hong Kong, Shatin - Hong Kong, Szeged - Hungary, Budapest - Hungary, Debrecen - Hungary, Jerusalem - Israel, Jerusalem - Israel, Petah Tikva - Israel, Sakhnin - Israel, Nijmegen - Netherlands, Amsterdam - Netherlands, Hoorn - Netherlands, Utrecht - Netherlands, Rotorua - New Zealand, Christchurch - New Zealand, Bodø - Norway, Oslo - Norway, Singapore - Singapore, Singapore - Singapore, Sant Joan Despí - Spain, Reus - Spain, Valencia - Spain, New Taipei City - Taiwan, Taipei City - Taiwan, Tainan - Taiwan, Taipei - Taiwan",2025-04-28,2023-07-19,2024-03-13,INTERVENTIONAL,PHASE3
